subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Voters,7/6/2018,1/8/2018,1/12/2018,Ipsos,B+,1409,rv,.0924019,0,42.6,36.1,47.22609,40.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50803,80247,1/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/9/2018,1/13/2018,Ipsos,B+,1354,rv,.0882899,0,40.9,35.9,45.5261,40.09822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50802,80246,1/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/10/2018,1/14/2018,Ipsos,B+,1253,rv,.0812163,0,41,35.2,45.62609,39.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50801,80245,1/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/11/2018,1/15/2018,Ipsos,B+,1299,rv,.0836363,0,41.1,35.1,45.72609,39.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50800,80244,1/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/10/2018,1/15/2018,Pew Research Center,B-,1215,rv,1.392307,0,53,39,51.59002,37.93744,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/01/18151440/1-18-2018-Political-report-topline-for-release-FOR-STITCH.pdf,50812,80267,1/18/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/12/2018,1/16/2018,Ipsos,B+,1309,rv,.0836618,0,40.3,37,44.92609,41.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50822,80284,1/19/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/12/2018,1/15/2018,Zogby Interactive/JZ Analytics,C,847,lv,.8900577,0,44,34,46.10761,36.66814,"","",https://www.zogbyanalytics.com/news/849-the-zogby-poll-since-january-democrats-are-losing-support-in-the-congressional-generic-democrats-lose-big-among-millennials-and-african-americans-voters-remain-steady-in-their-support-for-republicans,50798,82757,5/14/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/12/2018,1/16/2018,Quinnipiac University,A-,1212,rv,1.014565,0,50,39,47.85843,38.72926,"","",https://poll.qu.edu/images/polling/us/us01182018_udfn34.pdf/,50807,80265,1/18/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/11/2018,1/16/2018,Morning Consult,B-,1993,rv,.4735327,0,41,38,45.28146,39.35093,"","",https://morningconsult.com/wp-content/uploads/2018/01/180108_crosstabs_POLITICO_v1_AP-1.pdf,50805,80254,1/17/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/13/2018,1/17/2018,Ipsos,B+,1258,rv,.0797607,0,40.3,35.2,44.92609,39.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50821,80283,1/19/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/14/2018,1/16/2018,YouGov,B,1309,rv,.5539435,0,42,36,46.92741,39.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gcv50vr08k/econTabReport.pdf,50806,80257,1/17/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/13/2018,1/17/2018,NBC News/Wall Street Journal,A-,765,rv,1.24199,0,49,43,47.90681,41.9851,"","",https://www.scribd.com/document/369546604/18033-NBCWSJ-January-Poll-1-19-18-Release,50816,80296,1/21/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/14/2018,1/18/2018,CNN/SSRS,A-,913,rv,1.38425,0,49,44,46.2478,42.59571,"","",http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80293,1/21/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/14/2018,1/18/2018,Ipsos,B+,1261,rv,.0792586,0,41.5,35.6,46.12609,39.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50820,80282,1/19/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/15/2018,1/19/2018,Ipsos,B+,1318,rv,.0820957,0,40.9,35.7,45.5261,39.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50837,80310,1/23/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/15/2018,1/18/2018,ABC News/Washington Post,A+,515,lv,1.103942,0,54,40,52.82893,39.4027,"","",http://www.langerresearch.com/wp-content/uploads/1194a32018Midterms.pdf,50826,80328,1/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/16/2018,1/20/2018,Ipsos,B+,1776,rv,.1096187,0,41.5,35.1,46.12609,39.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50836,80309,1/23/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/17/2018,1/21/2018,Ipsos,B+,2175,rv,.1331066,0,41.2,34.8,45.8261,38.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50835,80308,1/23/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/18/2018,1/20/2018,Morning Consult,B-,1994,rv,.4515522,0,42,37,46.28146,38.35093,"","",https://morningconsult.com/wp-content/uploads/2018/01/180111_crosstabs_POLITICO_STANDARD_v1_DK-1.pdf,50870,80406,2/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/18/2018,1/22/2018,Ipsos,B+,2360,rv,.1432593,0,41.4,35.1,46.0261,39.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50834,80307,1/23/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/19/2018,1/23/2018,Ipsos,B+,2442,rv,.1473616,0,42.1,35.3,46.72609,39.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50851,80356,1/26/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/20/2018,1/21/2018,Morning Consult,B-,1997,rv,.4539059,0,43,37,47.28146,38.35093,"","",https://www.politico.com/f/?id=00000161-1fa8-d52c-abe3-7feac7e60002,50831,80304,1/22/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/19/2018,1/23/2018,Quinnipiac University,A-,1245,rv,1.041147,0,51,38,48.85843,37.72926,"","",https://poll.qu.edu/images/polling/us/us01242018_ufks28.pdf/,50840,80327,1/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/21/2018,1/23/2018,Fox News,A,1002,rv,1.797042,0,44,38,43.90279,38.12542,"","",https://andersonrobbins.com/wp-content/uploads/2018/01/012418_national_january-24-release.pdf,50844,80337,1/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/20/2018,1/24/2018,Ipsos,B+,2480,rv,.149055,0,42.3,34.7,46.92609,38.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50850,80355,1/26/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/21/2018,1/23/2018,YouGov,B,1297,rv,.5492976,0,41,37,45.92741,40.09298,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sqnlgzhr9l/econTabReport.pdf,50839,80326,1/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/21/2018,1/25/2018,Ipsos,B+,1960,rv,.1175259,0,41.5,35.2,46.12609,39.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50849,80354,1/26/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/22/2018,1/26/2018,Ipsos,B+,1480,rv,.0886061,0,42.1,35.7,46.72609,39.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50859,80375,1/30/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/23/2018,1/27/2018,Ipsos,B+,1562,rv,.0933662,0,42.7,34.7,47.3261,38.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50858,80374,1/30/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/24/2018,1/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,1.022205,0,45,37,45.9116,36.50257,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50853,80361,1/29/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/24/2018,1/28/2018,Ipsos,B+,1510,rv,.0901309,0,42.2,33.9,46.8261,38.09822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50857,80373,1/30/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/25/2018,1/29/2018,Ipsos,B+,1478,rv,.0881237,0,42.3,35.5,46.92609,39.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50856,80372,1/30/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/26/2018,1/30/2018,Ipsos,B+,1522,rv,.0906821,0,41.8,36,46.42609,40.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50869,80402,2/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/28/2018,1/30/2018,Monmouth University,A+,711,rv,1.520794,0,47,45,46.03557,44.13454,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_013118/,50862,80386,1/31/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/28/2018,1/30/2018,YouGov,B,1265,rv,.5368673,0,42,37,46.92741,40.09298,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/81kgdte5zw/econTabReport.pdf,50861,80383,1/31/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/27/2018,1/31/2018,Ipsos,B+,1606,rv,.095659,0,42.2,35.1,46.8261,39.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50868,80401,2/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/28/2018,2/1/2018,Ipsos,B+,1348,rv,.0803105,0,39.9,35.9,44.5261,40.09822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50867,80400,2/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/29/2018,2/2/2018,Ipsos,B+,1317,rv,.0784828,0,39.9,35.7,44.5261,39.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50879,80425,2/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/30/2018,2/3/2018,Ipsos,B+,1870,rv,.1114358,0,43.1,34.5,47.72609,38.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50878,80424,2/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,1/31/2018,2/4/2018,Ipsos,B+,2422,rv,.1443993,0,42.6,34.6,47.22609,38.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50877,80423,2/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/1/2018,2/4/2018,Morning Consult,B-,1985,rv,.4755658,0,42,38,46.28146,39.35093,"","",https://morningconsult.com/wp-content/uploads/2018/02/180126_crosstabs_POLITICO_v1_DK-2.pdf,50881,80435,2/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/1/2018,2/5/2018,Ipsos,B+,2582,rv,.1542209,0,42.2,35.6,46.8261,39.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50876,80422,2/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/2/2018,2/6/2018,Ipsos,B+,2630,rv,.1576301,0,42.4,36.3,47.0261,40.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50890,80447,2/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/2/2018,2/5/2018,Quinnipiac University,A-,1333,rv,1.209883,0,49,40,46.85843,39.72926,"","",https://poll.qu.edu/images/polling/us/us02072018_uefy24.pdf/,50883,80437,2/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/2/2018,2/7/2018,Garin-Hart-Yang/Global Strategy Group,"",1001,rv,1.245481,0,46,42,46.26512,41.09587,"","",http://www.mcclatchydc.com/news/politics-government/white-house/article199812624.html,50894,80461,2/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/4/2018,2/6/2018,YouGov,B,1313,rv,.5601448,0,43,37,47.92741,40.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5qt1ka60gv/econTabReport.pdf,50882,80436,2/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/3/2018,2/7/2018,Ipsos,B+,2666,rv,.1606281,0,42.4,36.6,47.0261,40.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50889,80446,2/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/4/2018,2/8/2018,Ipsos,B+,2141,rv,.1299358,0,40.8,37.8,45.42609,41.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50888,80445,2/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/5/2018,2/7/2018,Marist College,A,807,rv,1.385473,0,49,38,49.16812,38.38412,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180205/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%202018.pdf#page=3,50887,80444,2/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/5/2018,2/9/2018,McLaughlin & Associates,C-,1000,lv,.6932793,0,45,42,46.98738,39.49671,"","",http://mclaughlinonline.com/2018/02/12/1136/,50901,80482,2/14/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/5/2018,2/9/2018,Ipsos,B+,1578,rv,.0965902,0,41.8,37.8,46.42609,41.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50898,80473,2/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/6/2018,2/10/2018,Ipsos,B+,1382,rv,.0853564,0,42.1,36.6,46.72609,40.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50897,80472,2/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/7/2018,2/11/2018,Ipsos,B+,1256,rv,.0782548,0,41.7,35.7,46.3261,39.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50896,80471,2/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/8/2018,2/12/2018,Ipsos,B+,1268,rv,.0796617,0,42.5,35,47.12609,39.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50895,80470,2/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/9/2018,2/11/2018,Public Policy Polling,B,687,rv,1.057892,0,49,41,47.74686,40.81238,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/02/PPP_Release_National_21418.pdf,50902,80484,2/14/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/8/2018,2/12/2018,Morning Consult,B-,1985,rv,.4700096,0,38,39,42.28146,40.35093,"","",https://morningconsult.com/wp-content/uploads/2018/02/180207_topline_POLITICO_v1_DK-1.pdf,50900,80481,2/14/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/9/2018,2/13/2018,Ipsos,B+,1233,rv,.0780431,0,43.5,34.1,48.12609,38.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50910,80501,2/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/11/2018,2/13/2018,YouGov,B,1270,rv,.5422664,0,42,38,46.92741,41.09298,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bs88nyx7rs/econTabReport.pdf,50903,80487,2/14/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/10/2018,2/14/2018,Ipsos,B+,1218,rv,.0775574,0,42,35.8,46.62609,39.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50909,80500,2/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/11/2018,2/15/2018,Ipsos,B+,1241,rv,.0793566,0,42.1,36.3,46.72609,40.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50908,80499,2/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/12/2018,2/16/2018,Ipsos,B+,1300,rv,.0833554,0,42.6,37,47.22609,41.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50918,80520,2/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/13/2018,2/17/2018,Ipsos,B+,1016,rv,.0652482,0,42.3,36.7,46.92609,40.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50917,80519,2/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/14/2018,2/18/2018,Ipsos,B+,772,rv,.0495904,0,41.7,36.6,46.3261,40.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50916,80518,2/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/15/2018,2/19/2018,Morning Consult,B-,1989,rv,.4494225,0,40,38,44.28146,39.35093,"","",https://morningconsult.com/wp-content/uploads/2018/02/180211_crosstabs_POLITICO_v1_DK-1-1-1.pdf,50922,80556,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/15/2018,2/19/2018,Ipsos,B+,766,rv,.0491611,0,41.5,35.3,46.12609,39.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50915,80517,2/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/16/2018,2/20/2018,America First Policies,"",1200,rv,1.14219,0,42,37,43.85281,37.63441,"","",https://www.americafirstpolicies.org/data/february-national-toplines/,50983,80645,3/5/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/16/2018,2/20/2018,Ipsos,B+,876,rv,.0561201,0,42.8,36.4,47.42609,40.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50931,80559,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/16/2018,2/19/2018,Harris Interactive,C+,1934,rv,1.220178,0,41,36,42.87929,38.3047,"","",http://harvardharrispoll.com/wp-content/uploads/2018/02/Final_HHP_20Feb2018_RegisteredVoters_Topline_Memo.pdf,50920,80528,2/21/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/16/2018,2/19/2018,Quinnipiac University,A-,1249,rv,1.180205,0,53,38,50.85843,37.72926,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2521,50914,80508,2/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/17/2018,2/21/2018,Ipsos,B+,953,rv,.0608987,0,41.7,34.8,46.3261,38.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50930,80558,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/18/2018,2/20/2018,YouGov,B,1297,rv,.5535867,0,43,35,47.92741,38.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/57yxejgrmo/econTabReport.pdf,50923,80532,2/22/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/17/2018,2/22/2018,Tarrance Group,B,1010,lv,1.368163,0,42.5,37.5,44.1265,37.90308,"","",https://americanactionnetwork.org/wp-content/uploads/2018/02/AAN-NN-Memo.docx.pdf,50936,80554,2/26/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/18/2018,2/22/2018,Ipsos,B+,1310,rv,.0834418,0,40.9,35.4,45.5261,39.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50929,80557,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/20/2018,2/21/2018,Marist College,A,819,rv,1.397308,0,46,39,46.16812,39.38412,"","","http://maristpoll.marist.edu/wp-content/misc/usapolls/us180220/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%2023,%202018.pdf#page=3",50927,80540,2/23/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/19/2018,2/23/2018,Ipsos,B+,1733,rv,.1100295,0,40.3,36.1,44.92609,40.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50941,80575,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/20/2018,2/24/2018,Ipsos,B+,1739,rv,.1101196,0,40.2,36.5,44.8261,40.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50940,80574,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/20/2018,2/24/2018,Suffolk University,B+,1000,rv,1.491611,0,46.9,32.3,47.32426,34.02941,"","",http://www.suffolk.edu/documents/SUPRC/3_1_2018_marginals.pdf,50933,80623,3/1/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/20/2018,2/23/2018,CNN/SSRS,A-,909,rv,1.374041,0,54,38,51.2478,36.59571,"","",http://cdn.cnn.com/cnn/2018/images/02/26/rel3b.-.2018.pdf,50932,80551,2/26/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/21/2018,2/25/2018,Ipsos,B+,1606,rv,.1014564,0,40.5,36.6,45.12609,40.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50939,80573,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/22/2018,2/26/2018,Ipsos,B+,1539,rv,.0969707,0,40.4,36.1,45.0261,40.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50938,80572,2/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/22/2018,2/26/2018,Morning Consult,B-,1992,rv,.4483503,0,41,39,45.28146,40.35093,"","",https://www.politico.com/f/?id=00000161-d99e-da6b-ade9-ffbe99050002,50943,80584,2/28/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/23/2018,2/27/2018,Ipsos,B+,1378,rv,.0865637,0,41.8,35.3,46.42609,39.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50981,80631,3/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/25/2018,2/27/2018,YouGov,B,1290,rv,.5508329,0,40,38,44.92741,41.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h8n9gvrqyj/econTabReport.pdf,50942,80583,2/28/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/24/2018,2/28/2018,Ipsos,B+,1228,rv,.0768522,0,43,33.6,47.62609,37.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50980,80630,3/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/25/2018,3/1/2018,Ipsos,B+,1224,rv,.0762183,0,42.9,32.6,47.5261,36.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50979,80629,3/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/26/2018,3/2/2018,Ipsos,B+,1251,rv,.0773981,0,43.9,32.7,48.5261,36.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50990,80651,3/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/27/2018,3/3/2018,Ipsos,B+,1273,rv,.0781632,0,44.6,33.1,49.22609,37.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50989,80650,3/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,2/28/2018,3/4/2018,Ipsos,B+,1324,rv,.0806103,0,44.4,34,49.0261,38.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50988,80649,3/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/1/2018,3/4/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.961888,0,46,40,46.9116,39.50257,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50996,80675,3/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/1/2018,3/5/2018,Morning Consult,B-,1993,rv,.4466767,0,44,37,48.28146,38.35093,"","",https://morningconsult.com/wp-content/uploads/2018/03/180303_crosstabs_POLITICO_v1_DK-1.pdf,50991,80665,3/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/1/2018,3/5/2018,Ipsos,B+,1712,rv,.1032873,0,44.4,34,49.0261,38.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50987,80648,3/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/2/2018,3/6/2018,Ipsos,B+,2457,rv,.1469128,0,43,36.1,47.62609,40.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51004,80686,3/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/3/2018,3/5/2018,Quinnipiac University,A-,1122,rv,1.108558,0,48,38,45.85843,37.72926,"","",https://poll.qu.edu/images/polling/us/us03072018_uplm87.pdf/,50995,80674,3/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/2/2018,3/5/2018,Monmouth University,A+,708,rv,1.517221,0,50,41,49.03557,40.13454,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030718.pdf/,50994,80673,3/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/4/2018,3/6/2018,YouGov,B,1302,rv,.5559385,0,43,37,47.92741,40.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zq33h2ipcl/econTabReport.pdf,50992,80668,3/7/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/3/2018,3/7/2018,Ipsos,B+,2818,rv,.167265,0,42.5,36.5,47.12609,40.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51003,80685,3/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/4/2018,3/8/2018,Ipsos,B+,2864,rv,.1691077,0,41.8,36.8,46.42609,40.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51002,80684,3/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/4/2018,3/8/2018,Lake Research Partners/The Tarrance Group,"",1000,rv,1.244805,0,49,40,48.73446,39.39656,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll63-questionnaire.pdf,51011,80703,3/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/5/2018,3/9/2018,Ipsos,B+,2853,rv,.1679334,0,41.8,36.3,46.42609,40.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51015,80707,3/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/6/2018,3/10/2018,Ipsos,B+,2355,rv,.1384572,0,41.1,36.9,45.72609,41.09822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51014,80706,3/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/7/2018,3/11/2018,Ipsos,B+,1534,rv,.090213,0,42.8,33.3,47.42609,37.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51013,80705,3/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/8/2018,3/12/2018,Ipsos,B+,1216,rv,.071571,0,43.2,34.2,47.8261,38.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51012,80704,3/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/8/2018,3/12/2018,Morning Consult,B-,1997,rv,.4552782,0,43,36,47.28146,37.35093,"","",https://morningconsult.com/wp-content/uploads/2018/03/180312_crosstabs_POLITICO_v1_DK-2.pdf,51016,80721,3/14/2018,11:22:17  6 Jul 2018
